fid,village_id,farmer_id,srtm_eleva,soilclay,soilsand,soilcarbon,soilwater
"1,600",179,1631,16,39,33,6,27
"1,601",179,1632,19,,,,
"1,602",179,1633,16,39,33,6,27
"1,603",179,1634,19,,,,
"1,604",179,1635,19,,,,
"1,605",179,1636,19,,,,
"1,606",179,1637,17,,,,
"1,607",179,1638,17,,,,
"1,608",179,1639,17,,,,
"1,609",179,1640,19,,,,
"1,610",180,1641,15,35,38,4,37
"1,611",180,1642,15,35,38,4,37
"1,612",180,1643,19,34,37,3,34
"1,613",180,1644,17,34,37,3,34
"1,614",180,1645,17,34,37,3,34
"1,615",180,1646,19,34,37,3,34
"1,616",180,1647,17,34,37,3,34
"1,617",180,1648,17,34,37,3,34
"1,618",180,1649,17,34,37,3,34
"1,619",180,1650,15,35,38,4,37
"1,620",181,1651,15,35,32,4,33
"1,621",181,1652,15,35,32,4,33
"1,622",181,1653,15,35,32,4,33
"1,623",181,1654,15,35,32,4,33
"1,624",181,1655,15,35,32,4,33
"1,625",181,1656,14,35,32,4,33
"1,626",181,1657,14,,,,
"1,627",181,1658,14,,,,
"1,628",181,1659,14,35,32,4,33
"1,629",181,1660,14,35,32,4,33
"1,630",182,1661,16,35,34,3,34
"1,631",182,1662,16,35,34,3,34
"1,632",182,1663,16,34,28,2,33
"1,633",182,1664,19,34,28,2,33
"1,634",182,1665,16,35,34,3,34
"1,635",182,1666,21,34,28,2,33
"1,636",182,1667,16,35,34,3,34
"1,637",182,1668,20,34,28,2,33
"1,638",182,1669,20,34,28,2,33
"1,639",182,1670,20,34,28,2,33
"1,640",183,1671,17,37,31,3,31
"1,641",183,1672,17,37,31,3,31
"1,642",183,1673,17,37,31,3,31
"1,643",183,1674,17,37,31,3,31
"1,644",183,1675,17,37,31,3,31
"1,645",183,1676,21,37,31,4,31
"1,646",183,1677,22,37,31,3,31
"1,647",183,1678,21,37,31,4,31
"1,648",183,1679,21,37,31,4,31
"1,649",183,1680,19,37,31,3,31
"1,650",184,1681,18,36,32,2,33
"1,651",184,1682,17,35,35,4,35
"1,652",184,1683,19,36,28,2,30
"1,653",184,1684,19,36,28,2,30
"1,654",184,1685,18,37,24,2,30
"1,655",184,1686,19,33,35,3,38
"1,656",184,1687,19,37,24,2,30
"1,657",184,1688,19,35,34,3,34
"1,658",184,1689,19,35,29,2,30
"1,659",184,1690,19,33,36,2,36
"1,660",185,1691,19,31,37,5,37
"1,661",185,1692,18,33,32,2,32
"1,662",185,1693,18,33,32,2,32
"1,663",185,1694,18,,,,
"1,664",185,1695,19,31,37,5,37
"1,665",185,1696,19,35,32,6,41
"1,666",185,1697,19,32,36,5,35
"1,667",185,1698,19,32,36,5,35
"1,668",185,1699,19,33,32,2,32
"1,669",185,1700,16,32,36,5,35
"1,670",186,1701,18,,,,
"1,671",186,1702,17,,,,
"1,672",186,1703,17,34,34,2,32
"1,673",186,1704,15,33,32,2,34
"1,674",186,1705,15,33,32,2,34
"1,675",186,1706,15,33,32,2,34
"1,676",186,1707,17,,,,
"1,677",186,1708,17,34,34,2,32
"1,678",186,1709,15,33,32,2,34
"1,679",186,1710,18,,,,
"1,680",187,1711,19,35,28,2,29
"1,681",187,1712,13,32,34,2,27
"1,682",187,1713,17,32,34,2,27
"1,683",187,1714,13,32,34,2,27
"1,684",187,1715,19,35,29,3,28
"1,685",187,1716,19,35,29,3,28
"1,686",187,1717,22,35,29,3,28
"1,687",187,1718,22,35,29,3,28
"1,688",187,1719,22,35,29,3,28
"1,689",187,1720,16,32,34,2,27
"1,690",188,1721,19,38,31,2,29
"1,691",188,1722,16,38,31,2,29
"1,692",188,1723,18,38,31,2,29
"1,693",188,1724,17,35,33,2,29
"1,694",188,1725,15,35,33,2,29
"1,695",188,1726,17,35,33,2,29
"1,696",188,1727,17,35,33,2,29
"1,697",188,1728,15,35,31,2,31
"1,698",188,1729,17,37,30,2,30
"1,699",188,1730,16,35,31,2,31
"1,700",189,1731,18,33,31,2,28
"1,701",189,1732,19,33,31,2,28
"1,702",189,1733,19,33,31,2,28
"1,703",189,1734,18,32,33,2,36
"1,704",189,1735,18,33,31,2,28
"1,705",189,1736,18,33,31,2,28
"1,706",189,1737,18,34,33,2,33
"1,707",189,1738,16,34,33,2,33
"1,708",189,1739,17,34,31,2,34
"1,709",189,1740,15,34,31,2,34
"1,710",190,1741,19,35,27,4,32
"1,711",190,1742,18,34,29,3,31
"1,712",190,1743,18,33,30,2,30
"1,713",190,1744,18,33,30,2,30
"1,714",190,1745,20,35,27,4,32
"1,715",190,1746,20,33,31,2,30
"1,716",190,1747,20,35,27,4,32
"1,717",190,1748,17,34,30,2,31
"1,718",190,1749,19,35,27,4,32
"1,719",190,1750,19,35,27,4,32
"1,720",191,1751,19,33,31,2,28
"1,721",191,1752,19,33,31,2,28
"1,722",191,1753,19,33,31,2,29
"1,723",191,1754,19,33,31,2,29
"1,724",191,1755,16,34,32,2,34
"1,725",191,1756,16,34,32,2,34
"1,726",191,1757,15,33,32,2,32
"1,727",191,1758,15,33,32,2,32
"1,728",191,1759,19,30,34,2,29
"1,729",191,1760,16,34,32,2,34
"1,730",192,1761,15,34,28,2,30
"1,731",192,1762,15,34,28,2,30
"1,732",192,1763,18,33,30,3,30
"1,733",192,1764,15,33,30,3,30
"1,734",192,1765,14,33,30,3,30
"1,735",192,1766,15,33,30,3,30
"1,736",192,1767,14,33,30,3,30
"1,737",192,1768,18,33,30,3,30
"1,738",192,1769,18,33,30,3,30
"1,739",192,1770,16,33,30,3,30
"1,740",194,1771,18,34,31,2,29
"1,741",194,1772,18,32,32,2,27
"1,742",194,1773,17,34,32,2,28
"1,743",194,1774,18,34,32,2,28
"1,744",194,1775,20,32,32,2,27
"1,745",194,1776,16,34,30,2,30
"1,746",194,1777,20,34,31,2,29
"1,747",194,1778,20,34,31,2,29
"1,748",194,1779,16,38,29,3,31
"1,749",194,1780,18,,,,
"1,750",195,1781,19,35,32,4,38
"1,751",195,1782,20,36,30,4,31
"1,752",195,1783,20,34,31,4,35
"1,753",195,1784,16,31,29,2,30
"1,754",195,1785,19,31,33,2,28
"1,755",195,1786,21,31,33,2,28
"1,756",195,1787,20,32,34,3,31
"1,757",195,1788,20,31,33,2,28
"1,758",195,1789,20,31,33,2,28
"1,759",195,1790,21,32,34,2,27
"1,760",196,1791,20,30,31,2,26
"1,761",196,1792,20,30,32,2,28
"1,762",196,1793,20,30,32,2,28
"1,763",196,1794,20,30,32,2,28
"1,764",196,1795,20,31,33,2,28
"1,765",196,1796,20,30,32,2,28
"1,766",196,1797,20,30,32,2,28
"1,767",196,1798,20,30,32,2,28
"1,768",196,1799,20,30,32,2,28
"1,769",196,1800,20,31,33,2,28
"1,770",197,1801,20,32,30,2,30
"1,771",197,1802,20,32,30,2,30
"1,772",197,1803,16,32,30,2,30
"1,773",197,1804,16,32,30,2,30
"1,774",197,1805,15,32,30,2,30
"1,775",197,1806,16,32,30,2,30
"1,776",197,1807,17,37,28,3,30
"1,777",197,1808,15,32,30,2,30
"1,778",197,1809,15,33,31,2,29
"1,779",197,1810,15,37,28,3,30
"1,780",198,1811,19,32,36,2,26
"1,781",198,1812,20,33,33,2,27
"1,782",198,1813,19,34,34,2,27
"1,783",198,1814,17,34,34,2,27
"1,784",198,1815,20,33,35,2,25
"1,785",198,1816,19,32,36,2,26
"1,786",198,1817,19,32,36,2,26
"1,787",198,1818,19,31,32,2,27
"1,788",198,1819,19,33,33,2,27
"1,789",198,1820,20,33,33,2,27
"1,790",199,1821,18,38,28,4,33
"1,791",199,1822,18,36,29,2,32
"1,792",199,1823,17,35,33,4,33
"1,793",199,1824,20,38,28,4,33
"1,794",199,1825,18,38,28,4,33
"1,795",199,1826,13,35,33,4,33
"1,796",199,1827,20,38,28,4,33
"1,797",199,1828,17,35,33,4,33
"1,798",199,1829,18,36,29,2,32
"1,799",199,1830,17,34,33,3,30
"1,800",200,1831,18,34,33,4,37
"1,801",200,1832,18,33,33,4,41
"1,802",200,1833,15,34,33,5,36
"1,803",200,1834,18,34,33,5,36
"1,804",200,1835,18,34,33,4,37
"1,805",200,1836,18,34,33,4,37
"1,806",200,1837,16,34,33,4,37
"1,807",200,1838,18,34,33,4,37
"1,808",200,1839,16,33,36,4,37
"1,809",200,1840,17,33,36,4,37
"1,810",201,1841,19,33,33,2,32
"1,811",201,1842,18,33,33,2,32
"1,812",201,1843,18,33,31,2,28
"1,813",201,1844,18,33,33,2,32
"1,814",201,1845,18,33,33,2,32
"1,815",201,1846,17,33,33,2,32
"1,816",201,1847,20,33,32,3,34
"1,817",201,1848,18,33,32,3,34
"1,818",201,1849,16,33,33,2,32
"1,819",201,1850,19,32,34,4,29
"1,820",202,1851,18,32,35,2,25
"1,821",202,1852,17,31,33,2,24
"1,822",202,1853,18,32,35,2,25
"1,823",202,1854,18,32,33,2,25
"1,824",202,1855,18,34,32,2,26
"1,825",202,1856,18,32,33,2,25
"1,826",202,1857,18,34,32,2,26
"1,827",202,1858,18,32,33,2,25
"1,828",202,1859,18,31,33,2,24
"1,829",202,1860,16,34,32,2,26
"1,830",203,1861,14,33,31,4,34
"1,831",203,1862,14,33,31,4,34
"1,832",203,1863,16,31,31,3,32
"1,833",203,1864,16,31,31,3,32
"1,834",203,1865,15,33,31,4,34
"1,835",203,1866,14,33,31,4,34
"1,836",203,1867,14,33,31,4,34
"1,837",203,1868,16,31,31,3,32
"1,838",203,1869,16,31,31,3,32
"1,839",203,1870,16,33,31,4,34
"1,840",204,1871,19,35,29,2,28
"1,841",204,1872,19,35,29,2,28
"1,842",204,1873,19,35,31,2,30
"1,843",204,1874,16,35,31,2,30
"1,844",204,1875,16,35,31,2,30
"1,845",204,1876,17,35,31,2,30
"1,846",204,1877,17,35,31,2,30
"1,847",204,1878,17,35,31,2,30
"1,848",204,1879,17,35,31,2,30
"1,849",204,1880,17,35,31,2,30
"1,850",205,1881,19,33,32,2,28
"1,851",205,1882,18,33,33,2,28
"1,852",205,1883,18,33,33,2,28
"1,853",205,1884,18,33,33,2,28
"1,854",205,1885,18,33,33,2,28
"1,855",205,1886,18,33,32,2,28
"1,856",205,1887,18,33,33,2,28
"1,857",205,1888,18,33,32,2,28
"1,858",205,1889,18,33,33,2,28
"1,859",205,1890,18,33,33,2,28
"1,860",206,1891,17,33,34,2,29
"1,861",206,1892,17,33,34,2,29
"1,862",206,1893,17,33,34,2,29
"1,863",206,1894,17,33,34,2,29
"1,864",206,1895,17,33,34,2,29
"1,865",206,1896,17,33,31,2,31
"1,866",206,1897,17,33,31,2,31
"1,867",206,1898,17,33,34,2,29
"1,868",206,1899,17,33,34,2,29
"1,869",206,1900,18,33,31,2,31
"1,870",207,1901,17,31,35,2,27
"1,871",207,1902,17,31,35,2,27
"1,872",207,1903,16,33,31,3,31
"1,873",207,1904,16,33,31,3,31
"1,874",207,1905,17,33,31,3,31
"1,875",207,1906,17,31,35,2,27
"1,876",207,1907,18,31,35,2,27
"1,877",207,1908,18,31,35,2,27
"1,878",207,1909,18,31,35,2,27
"1,879",207,1910,18,31,35,2,27
"1,880",208,1911,17,32,37,2,28
"1,881",208,1912,15,32,37,2,28
"1,882",208,1913,15,32,37,2,28
"1,883",208,1914,17,33,33,2,29
"1,884",208,1915,17,33,33,2,29
"1,885",208,1916,16,32,37,2,28
"1,886",208,1917,17,32,37,2,28
"1,887",208,1918,17,32,37,2,28
"1,888",208,1919,17,32,37,2,28
"1,889",208,1920,17,32,37,2,28
"1,890",209,1921,15,31,35,3,34
"1,891",209,1922,15,32,34,2,35
"1,892",209,1923,18,33,31,2,30
"1,893",209,1924,15,32,34,2,35
"1,894",209,1925,18,32,34,2,35
"1,895",209,1926,18,32,34,2,35
"1,896",209,1927,18,32,34,2,35
"1,897",209,1928,18,31,35,3,34
"1,898",209,1929,18,32,34,2,35
"1,899",209,1930,18,31,35,3,34
"1,900",210,1931,18,34,31,2,26
"1,901",210,1932,18,30,34,2,28
"1,902",210,1933,18,30,34,2,28
"1,903",210,1934,18,31,32,2,27
"1,904",210,1935,17,32,32,2,26
"1,905",210,1936,18,31,32,2,27
"1,906",210,1937,17,32,32,2,26
"1,907",210,1938,17,31,32,2,27
"1,908",210,1939,17,31,32,2,27
"1,909",210,1940,17,31,32,2,27
"1,910",211,1941,15,34,29,2,28
"1,911",211,1942,15,34,29,2,28
"1,912",211,1943,15,34,29,2,28
"1,913",211,1944,17,32,32,4,33
"1,914",211,1945,16,34,29,2,28
"1,915",211,1946,16,33,32,2,31
"1,916",211,1947,16,33,32,2,31
"1,917",211,1948,16,33,32,2,31
"1,918",211,1949,16,34,29,2,28
"1,919",211,1950,15,33,32,2,31
"1,920",212,1951,18,29,41,2,28
"1,921",212,1952,17,28,40,2,26
"1,922",212,1953,18,29,41,2,28
"1,923",212,1954,18,29,41,2,28
"1,924",212,1955,18,29,41,2,28
"1,925",212,1956,16,28,40,2,26
"1,926",212,1957,16,28,40,2,26
"1,927",212,1958,16,29,40,2,30
"1,928",212,1959,17,28,40,2,26
"1,929",212,1960,17,28,40,2,26
"1,930",213,1961,17,34,30,2,25
"1,931",213,1962,17,34,30,2,25
"1,932",213,1963,17,34,30,2,25
"1,933",213,1964,19,33,31,2,28
"1,934",213,1965,19,33,31,2,28
"1,935",213,1966,19,35,28,2,29
"1,936",213,1967,18,33,31,2,28
"1,937",213,1968,17,33,31,2,28
"1,938",213,1969,19,33,31,2,28
"1,939",213,1970,17,34,30,2,25
"1,940",214,1971,18,33,32,2,28
"1,941",214,1972,18,33,32,2,28
"1,942",214,1973,18,33,32,2,28
"1,943",214,1974,19,33,32,2,28
"1,944",214,1975,19,33,32,2,28
"1,945",214,1976,17,35,29,2,28
"1,946",214,1977,19,33,32,2,28
"1,947",214,1978,18,33,32,2,28
"1,948",214,1979,18,33,32,2,28
"1,949",214,1980,18,33,32,2,28
"1,950",215,1981,18,35,35,2,25
"1,951",215,1982,17,35,35,2,25
"1,952",215,1983,20,35,29,2,29
"1,953",215,1984,18,33,35,2,29
"1,954",215,1985,20,35,29,2,29
"1,955",215,1986,20,35,29,2,29
"1,956",215,1987,20,35,29,2,29
"1,957",215,1988,17,32,35,2,25
"1,958",215,1989,19,35,29,2,29
"1,959",215,1990,16,32,35,2,25
"1,960",216,1991,19,33,31,2,26
"1,961",216,1992,19,34,30,2,28
"1,962",216,1993,19,34,30,2,28
"1,963",216,1994,16,34,30,2,28
"1,964",216,1995,16,34,30,2,28
"1,965",216,1996,16,34,30,2,28
"1,966",216,1997,16,34,30,2,28
"1,967",216,1998,16,35,29,2,29
"1,968",216,1999,17,34,30,2,28
"1,969",216,2000,17,34,30,2,28
"1,970",218,2001,18,34,31,2,28
"1,971",218,2002,17,34,31,2,28
"1,972",218,2003,17,34,31,2,28
"1,973",218,2004,17,34,31,2,28
"1,974",218,2005,17,34,31,2,28
"1,975",218,2006,17,34,31,2,28
"1,976",218,2007,17,34,31,2,28
"1,977",218,2008,17,34,31,2,28
"1,978",218,2009,17,34,31,2,28
"1,979",218,2010,18,35,31,2,28
"1,980",219,2011,17,34,33,2,29
"1,981",219,2012,18,33,32,2,27
"1,982",219,2013,18,33,32,2,27
"1,983",219,2014,18,34,33,2,29
"1,984",219,2015,17,34,33,2,29
"1,985",219,2016,18,34,33,2,29
"1,986",219,2017,18,34,33,2,29
"1,987",219,2018,18,34,33,2,29
"1,988",219,2019,17,34,33,2,29
"1,989",219,2020,17,34,33,2,29
"1,990",220,2021,20,35,30,2,26
"1,991",220,2022,18,35,31,2,27
"1,992",220,2023,20,35,30,2,26
"1,993",220,2024,20,35,30,2,26
"1,994",220,2025,18,35,31,2,27
"1,995",220,2026,18,31,36,2,24
"1,996",220,2027,18,35,31,2,27
"1,997",220,2028,19,33,31,2,26
"1,998",220,2029,19,33,30,2,27
"1,999",220,2030,19,34,30,2,28
"2,000",221,2031,17,34,29,2,27
"2,001",221,2032,17,34,29,2,27
"2,002",221,2033,20,35,30,2,26
"2,003",221,2034,16,34,29,2,27
"2,004",221,2035,16,34,29,2,27
"2,005",221,2036,20,34,29,2,27
"2,006",221,2037,19,34,29,2,27
"2,007",221,2038,18,35,30,2,26
"2,008",221,2039,21,33,33,2,27
"2,009",221,2040,18,35,30,2,26
"2,010",222,2041,17,33,32,2,28
"2,011",222,2042,17,33,32,2,28
"2,012",222,2043,14,32,30,2,33
"2,013",222,2044,17,33,32,2,28
"2,014",222,2045,14,32,30,2,33
"2,015",222,2046,18,31,36,2,28
"2,016",222,2047,18,31,36,2,28
"2,017",222,2048,16,32,30,2,33
"2,018",222,2049,16,32,30,2,33
"2,019",222,2050,18,31,36,2,28
"2,020",223,2051,18,33,31,3,27
"2,021",223,2052,16,33,36,5,30
"2,022",223,2053,16,33,36,5,30
"2,023",223,2054,16,33,36,5,30
"2,024",223,2055,18,33,31,3,27
"2,025",223,2056,18,33,31,3,27
"2,026",223,2057,16,33,36,5,30
"2,027",223,2058,16,33,36,5,30
"2,028",223,2059,16,33,36,5,30
"2,029",223,2060,18,33,31,3,27
"2,030",224,2061,15,33,32,3,27
"2,031",224,2062,17,31,38,2,32
"2,032",224,2063,15,33,32,3,27
"2,033",224,2064,17,33,32,3,27
"2,034",224,2065,18,32,36,4,31
"2,035",224,2066,17,33,32,3,27
"2,036",224,2067,17,33,31,2,29
"2,037",224,2068,17,33,32,3,27
"2,038",224,2069,15,33,32,3,27
"2,039",224,2070,15,33,32,3,27
"2,040",225,2071,16,35,32,4,31
"2,041",225,2072,22,33,33,4,37
"2,042",225,2073,22,33,33,4,37
"2,043",225,2074,16,35,32,4,31
"2,044",225,2075,20,33,35,4,37
"2,045",225,2076,20,33,35,4,37
"2,046",225,2077,18,33,35,4,37
"2,047",225,2078,20,33,35,4,37
"2,048",225,2079,16,35,32,4,31
"2,049",225,2080,20,33,35,4,37
"2,050",226,2081,39,28,42,2,24
"2,051",226,2082,34,27,44,2,27
"2,052",226,2083,34,27,44,2,27
"2,053",226,2084,36,28,42,2,26
"2,054",226,2085,35,28,42,2,27
"2,055",226,2086,38,28,42,2,27
"2,056",226,2087,34,28,42,2,26
"2,057",226,2088,36,28,42,2,26
"2,058",226,2089,34,28,42,2,26
"2,059",226,2090,38,28,42,2,27
"2,060",227,2091,33,27,43,2,28
"2,061",227,2092,37,27,43,2,28
"2,062",227,2093,33,27,43,2,25
"2,063",227,2094,33,26,43,2,26
"2,064",227,2095,32,27,42,2,27
"2,065",227,2096,32,27,42,2,27
"2,066",227,2097,32,27,42,2,27
"2,067",227,2098,33,27,43,2,26
"2,068",227,2099,32,27,42,2,27
"2,069",227,2100,32,27,43,2,26
"2,070",228,2101,27,28,43,2,26
"2,071",228,2102,27,27,44,2,27
"2,072",228,2103,28,28,43,2,26
"2,073",228,2104,28,28,43,2,26
"2,074",228,2105,28,28,43,2,26
"2,075",228,2106,28,28,43,2,26
"2,076",228,2107,27,28,43,2,26
"2,077",228,2108,27,28,43,2,26
"2,078",228,2109,29,28,43,2,26
"2,079",228,2110,28,27,42,2,26
"2,080",229,2111,45,28,38,2,25
"2,081",229,2112,45,28,38,2,25
"2,082",229,2113,43,28,38,2,25
"2,083",229,2114,43,27,39,2,25
"2,084",229,2115,43,27,39,2,25
"2,085",229,2116,43,27,39,2,25
"2,086",229,2117,43,28,38,2,25
"2,087",229,2118,43,27,39,2,25
"2,088",229,2119,43,27,39,2,25
"2,089",229,2120,43,27,39,2,25
"2,090",230,2121,42,26,40,2,26
"2,091",230,2122,42,26,40,2,26
"2,092",230,2123,43,28,41,2,25
"2,093",230,2124,43,28,41,2,25
"2,094",230,2125,43,28,41,2,25
"2,095",230,2126,43,28,41,2,25
"2,096",230,2127,43,26,40,2,26
"2,097",230,2128,43,26,40,2,26
"2,098",230,2129,43,26,40,2,26
"2,099",230,2130,43,26,40,2,26
"2,100",232,2131,41,28,41,3,26
"2,101",232,2132,41,28,41,3,26
"2,102",232,2133,36,28,41,2,24
"2,103",232,2134,36,28,41,2,24
"2,104",232,2135,37,28,41,3,26
"2,105",232,2136,36,28,41,2,24
"2,106",232,2137,36,30,40,3,26
"2,107",232,2138,37,28,41,3,26
"2,108",232,2139,37,28,41,3,26
"2,109",232,2140,37,28,41,3,26
"2,110",233,2141,36,27,42,2,28
"2,111",233,2142,36,27,42,2,28
"2,112",233,2143,35,27,41,2,28
"2,113",233,2144,33,27,41,2,28
"2,114",233,2145,35,27,41,2,28
"2,115",233,2146,34,27,41,2,28
"2,116",233,2147,34,27,41,2,28
"2,117",233,2148,36,27,41,2,28
"2,118",233,2149,36,27,41,2,28
"2,119",233,2150,37,27,40,2,28
"2,120",234,2151,38,26,44,2,27
"2,121",234,2152,37,26,44,2,27
"2,122",234,2153,38,26,44,2,27
"2,123",234,2154,37,26,46,2,27
"2,124",234,2155,37,26,44,2,27
"2,125",234,2156,38,26,44,2,25
"2,126",234,2157,36,26,44,2,27
"2,127",234,2158,39,26,44,2,27
"2,128",234,2159,39,26,44,2,27
"2,129",234,2160,37,26,44,2,25
"2,130",235,2161,23,28,42,2,27
"2,131",235,2162,22,28,42,2,27
"2,132",235,2163,22,28,42,2,27
"2,133",235,2164,23,28,42,2,27
"2,134",235,2165,23,30,39,2,28
"2,135",235,2166,24,28,42,2,27
"2,136",235,2167,23,30,39,2,28
"2,137",235,2168,23,28,42,2,27
"2,138",235,2169,23,28,42,2,27
"2,139",235,2170,24,28,42,2,27
"2,140",236,2171,20,30,42,2,27
"2,141",236,2172,21,28,40,2,28
"2,142",236,2173,22,28,40,2,28
"2,143",236,2174,22,28,42,2,28
"2,144",236,2175,22,28,40,2,28
"2,145",236,2176,20,28,40,2,28
"2,146",236,2177,22,28,42,2,28
"2,147",236,2178,20,29,41,2,29
"2,148",236,2179,20,28,40,2,28
"2,149",236,2180,21,29,41,2,29
"2,150",237,2181,16,37,31,2,30
"2,151",237,2182,16,37,31,2,30
"2,152",237,2183,16,37,31,2,30
"2,153",237,2184,16,37,31,2,30
"2,154",237,2185,16,37,31,2,30
"2,155",237,2186,16,37,31,2,30
"2,156",237,2187,16,37,31,2,30
"2,157",237,2188,16,37,31,2,30
"2,158",237,2189,17,37,31,2,30
"2,159",237,2190,16,37,31,2,30
"2,160",238,2191,26,28,41,2,27
"2,161",238,2192,27,26,43,2,28
"2,162",238,2193,24,26,43,2,28
"2,163",238,2194,26,26,43,2,28
"2,164",238,2195,24,26,43,2,28
"2,165",238,2196,26,26,43,2,28
"2,166",238,2197,26,26,43,2,28
"2,167",238,2198,26,26,43,2,28
"2,168",238,2199,27,26,43,2,28
"2,169",238,2200,26,26,43,2,28
"2,170",240,2201,21,27,47,2,27
"2,171",240,2202,25,27,46,2,27
"2,172",240,2203,25,27,46,2,27
"2,173",240,2204,22,26,47,2,28
"2,174",240,2205,24,27,46,2,27
"2,175",240,2206,23,26,47,2,28
"2,176",240,2207,22,27,47,2,27
"2,177",240,2208,23,27,46,2,27
"2,178",240,2209,24,27,46,2,27
"2,179",240,2210,25,27,46,2,27
"2,180",241,2211,25,27,44,2,30
"2,181",241,2212,26,27,44,2,30
"2,182",241,2213,25,27,44,2,30
"2,183",241,2214,26,26,46,2,29
"2,184",241,2215,27,27,45,2,29
"2,185",241,2216,23,28,44,2,29
"2,186",241,2217,24,27,44,2,30
"2,187",241,2218,26,26,46,2,29
"2,188",241,2219,26,26,46,2,29
"2,189",241,2220,26,26,46,2,29
"2,190",242,2221,28,29,39,2,27
"2,191",242,2222,29,29,39,2,27
"2,192",242,2223,27,29,39,2,27
"2,193",242,2224,27,29,39,2,27
"2,194",242,2225,27,29,39,2,27
"2,195",242,2226,29,29,39,2,27
"2,196",242,2227,29,29,39,2,27
"2,197",242,2228,28,29,39,2,27
"2,198",242,2229,28,29,39,2,27
"2,199",242,2230,29,29,39,2,27
"2,200",243,2231,18,31,43,2,26
"2,201",243,2232,18,31,43,2,26
"2,202",243,2233,18,31,43,2,26
"2,203",243,2234,17,31,43,2,26
"2,204",243,2235,17,31,43,2,26
"2,205",243,2236,17,31,43,2,26
"2,206",243,2237,17,31,43,2,26
"2,207",243,2238,18,31,43,2,26
"2,208",243,2239,18,31,43,2,26
"2,209",243,2240,20,31,43,2,26
"2,210",244,2241,28,30,40,2,25
"2,211",244,2242,28,30,40,2,25
"2,212",244,2243,31,28,41,2,26
"2,213",244,2244,28,28,41,2,26
"2,214",244,2245,31,28,41,2,26
"2,215",244,2246,32,28,41,2,26
"2,216",244,2247,28,30,40,2,25
"2,217",244,2248,31,28,41,2,26
"2,218",244,2249,31,28,41,2,26
"2,219",244,2250,28,28,40,2,26
"2,220",245,2251,26,26,44,2,27
"2,221",245,2252,24,26,43,2,27
"2,222",245,2253,25,25,47,2,26
"2,223",245,2254,26,26,44,2,27
"2,224",245,2255,25,26,43,2,27
"2,225",245,2256,29,26,44,2,27
"2,226",245,2257,25,26,43,2,27
"2,227",245,2258,25,26,43,2,27
"2,228",245,2259,23,26,43,2,27
"2,229",245,2260,24,26,43,2,27
"2,230",246,2261,26,29,43,2,26
"2,231",246,2262,21,29,42,2,26
"2,232",246,2263,24,29,43,2,26
"2,233",246,2264,24,29,43,2,26
"2,234",246,2265,24,29,43,2,26
"2,235",246,2266,22,29,43,2,26
"2,236",246,2267,24,29,43,2,26
"2,237",246,2268,24,29,43,2,26
"2,238",246,2269,21,26,49,2,26
"2,239",246,2270,25,29,43,2,26
"2,240",247,2271,17,28,41,3,27
"2,241",247,2272,19,28,40,2,28
"2,242",247,2273,19,29,40,2,27
"2,243",247,2274,20,29,40,2,27
"2,244",247,2275,19,28,41,3,27
"2,245",247,2276,19,30,42,2,27
"2,246",247,2277,19,30,42,2,27
"2,247",247,2278,19,30,42,2,27
"2,248",247,2279,19,30,42,2,27
"2,249",247,2280,21,28,41,3,27
"2,250",248,2281,21,26,45,2,33
"2,251",248,2282,21,26,45,2,33
"2,252",248,2283,21,26,45,2,33
"2,253",248,2284,18,26,44,2,28
"2,254",248,2285,21,26,45,2,33
"2,255",248,2286,18,26,44,2,28
"2,256",248,2287,18,26,44,2,28
"2,257",248,2288,21,26,45,2,33
"2,258",248,2289,18,26,44,2,28
"2,259",248,2290,21,26,45,2,33
"2,260",249,2291,19,31,38,2,35
"2,261",249,2292,17,28,43,2,33
"2,262",249,2293,17,28,43,2,33
"2,263",249,2294,17,28,43,2,33
"2,264",249,2295,17,28,43,2,33
"2,265",249,2296,17,28,43,2,33
"2,266",249,2297,18,28,43,2,33
"2,267",249,2298,18,28,43,2,33
"2,268",249,2299,18,28,43,2,33
"2,269",249,2300,17,28,43,2,33
"2,270",250,2301,18,28,43,2,28
"2,271",250,2302,21,29,44,2,27
"2,272",250,2303,17,28,43,2,28
"2,273",250,2304,21,29,44,2,27
"2,274",250,2305,18,28,43,2,28
"2,275",250,2306,21,29,44,2,27
"2,276",250,2307,19,27,46,2,27
"2,277",250,2308,16,28,44,2,30
"2,278",250,2309,19,28,44,2,30
"2,279",250,2310,16,28,44,2,30
"2,280",251,2311,14,,,,
"2,281",251,2312,14,34,33,3,32
"2,282",251,2313,14,34,33,3,32
"2,283",251,2314,14,34,33,3,32
"2,284",251,2315,14,34,33,3,32
"2,285",251,2316,16,34,33,3,32
"2,286",251,2317,15,34,33,3,32
"2,287",251,2318,16,34,33,3,32
"2,288",251,2319,14,,,,
"2,289",251,2320,16,34,33,3,32
"2,290",252,2321,19,27,44,2,29
"2,291",252,2322,21,25,45,2,30
"2,292",252,2323,19,25,45,2,30
"2,293",252,2324,20,27,44,2,29
"2,294",252,2325,19,25,45,2,30
"2,295",252,2326,20,27,44,2,29
"2,296",252,2327,20,27,44,2,29
"2,297",252,2328,19,25,45,2,30
"2,298",252,2329,20,25,45,2,30
"2,299",252,2330,19,25,45,2,30
"2,300",253,2331,16,31,38,2,34
